,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
369,数据分析,上海·浦东·张江,Senior Data Analyst,才纵(上海)工程技术有限公司,20-99人,外商独资,1万-2万·13薪,大专, ,1-3年
370,数据分析,上海·嘉定·安亭, ,沈阳新思维人力资源管理咨询有限公司,20-99人,民营,2万-4万,本科, ,3-5年
371,数据分析,上海·杨浦·大桥, ,北京万古恒信科技有限公司,300-499人,民营,9千-1.1万,本科, ,3-5年
372,数据分析,上海·嘉定·徐行,内贸销售, ,500-999人,上市公司,1万-1.3万,本科, ,1-3年
373,数据分析,上海·浦东·周浦, ,浙江卓诗尼控股有限公司,10000人以上,民营,6千-1.2万,大专, ,1-3年
374,数据分析,上海·长宁·新泾,数字化专员,上海力德企业管理咨询有限公司,100-299人,合资,9千-1.2万·13薪,本科,报表开发 数据建模 数据仓库 Python BI工具 Power BI,1-3年
375,数据分析,上海·杨浦·新江湾城, ,上海微澜软件技术有限公司,100-299人,民营,6千-8千,本科, ,1-3年
376,数据分析,上海·浦东·花木,网络安全数据分析师（上海）,河南听潮盛世信息技术有限公司,IT服务,20-99人,8千-1万,本科, ,3-5年
377,数据分析,上海·杨浦·五角场,数据治理高级顾问/项目经理,上海天强管理咨询有限公司,100-299人,民营,1.4万-1.8万,本科,数据治理 数据中台开发 数字化 数字化转型 咨询服务 数据挖掘,1-3年
378,数据分析,上海·闵行·七宝,数据处理工程师,南京思影科技有限公司,20-99人,民营,1万-2万·13薪,本科,MATLAB Python 机器学习 神经网络 Shell,经验不限
379,数据分析,上海·长宁·虹桥,连锁餐饮运营总监, ,300-499人,民营,3万-6万,本科, ,5-10年
